62	62
62	63
62	67
63	62
63	63
64	62
64	65
64	67
64	69
64	70
64	71
64	76
65	64
65	65
65	66
65	67
65	70
65	72
66	67
66	68
67	64
67	65
67	66
67	67
67	68
67	69
67	70
67	72
67	74
67	75
68	66
68	67
68	68
68	69
68	71
69	64
69	65
69	66
69	67
69	68
69	69
69	70
69	71
69	72
69	74
69	76
69	81
70	65
70	67
70	68
70	69
70	70
70	71
70	72
70	74
70	75
70	84
71	64
71	69
71	70
71	72
71	73
71	74
71	76
72	65
72	66
72	67
72	69
72	70
72	71
72	72
72	73
72	74
72	77
72	79
72	81
73	71
73	73
73	74
73	75
73	76
74	67
74	69
74	72
74	73
74	74
74	75
74	76
74	77
74	79
74	82
75	69
75	73
75	74
75	75
75	76
75	77
76	65
76	69
76	71
76	73
76	74
76	75
76	76
76	77
76	78
76	79
76	81
77	74
77	75
77	76
77	77
77	79
77	82
78	79
79	72
79	77
79	78
79	79
79	81
81	74
81	76
81	77
81	79
81	81
81	82
82	76
82	79
82	81
82	82
84	82
