0.0651042	0	0.00260417	0.00260417	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260417	0	0	0	0	0	0	0	0	0.179688	0.0182292	0.0104167	0.0390625	0	0.00260417	0	0.00260417	0	0	0	0	0	0.00260417	0	0	0	0	0	0.0078125	0.00260417	0	0	0	0	0	0	0	0.0078125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130208	0	0.00260417	0.00260417	0.00260417	0	0	0	0	0	0	0	0	0	0.0104167	0.00260417	0	0	0.00260417	0	0	0	0.00520833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338542	0.00260417	0	0	0	0.00260417	0	0	0	0	0	0	0	0	0	0	0	0	0.291667	0.0104167	0.0208333	0.0390625	0	0	0	0	0	0	0.00260417	0	0	0	0.190104	0.00260417	0.00260417	0.0130208	0	0	0	0	0	0	0	0	0
0.00974421	0.116931	0	0.00121803	0	0	0.00365408	0	0	0	0	0	0	0	0	0	0	0	0.00730816	0	0.00243605	0	0	0	0	0	0.00365408	0.155907	0	0.0207065	0	0.00974421	0	0.0146163	0	0	0.00121803	0	0	0.00365408	0	0	0	0	0	0	0.0170524	0.00121803	0.00121803	0	0	0	0	0	0	0	0.0158343	0	0.00121803	0	0.00121803	0	0	0	0	0	0	0	0	0	0.00243605	0	0.0109622	0.00487211	0.0121803	0.00730816	0	0.00609013	0	0	0	0	0	0	0.00243605	0.00487211	0	0.00243605	0	0.00121803	0	0.00121803	0.00243605	0	0.00365408	0.00243605	0.00121803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00365408	0	0	0	0	0	0	0.00243605	0.0633374	0	0.00852619	0	0.00243605	0	0.00243605	0	0	0	0	0.00121803	0	0	0	0	0	0.00365408	0.218027	0	0.0170524	0	0.0158343	0.0170524	0	0	0	0.00365408	0	0	0	0.00243605	0.159562	0.00121803	0.0182704	0	0.00365408	0	0.00121803	0	0	0	0	0
0.0517241	0.0172414	0.0344828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155172	0	0.0862069	0	0	0	0	0	0.0172414	0	0.0172414	0	0	0	0	0	0	0	0	0	0	0.0172414	0	0	0	0	0	0	0.0172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172414	0	0	0	0	0	0	0	0	0	0	0.0689655	0	0.0172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155172	0	0.155172	0	0	0.0172414	0	0	0	0.0172414	0	0	0	0	0.0862069	0	0	0	0	0	0	0	0.0172414	0	0	0	0
0.080786	0.0524017	0.00218341	0.0873362	0	0.00655022	0.00436681	0	0.00218341	0	0	0	0	0	0	0.00218341	0	0	0	0	0.0502183	0	0.00436681	0	0	0	0	0.0218341	0	0.104803	0.00218341	0	0	0.010917	0	0	0.00218341	0	0	0.00655022	0	0	0	0	0.00218341	0	0	0	0	0	0	0	0	0	0	0	0.00218341	0	0.0371179	0.00218341	0	0.00218341	0	0	0	0.00218341	0	0	0	0	0.00218341	0	0.00873362	0.00655022	0.0655022	0	0	0.0283843	0	0.00218341	0	0	0	0	0	0	0	0.0174672	0	0	0	0	0.00436681	0	0	0.00218341	0.0174672	0.00218341	0	0.00218341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00436681	0	0.0305677	0	0	0	0.00873362	0.00218341	0	0.00218341	0.00218341	0	0	0	0	0	0	0.00218341	0.0349345	0	0.0786026	0	0.00436681	0.00655022	0	0	0.00218341	0.0131004	0	0	0	0.010917	0.0305677	0	0.100437	0	0	0	0.010917	0	0	0.00655022	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0322581	0.112903	0	0	0	0.0483871	0	0	0	0	0	0	0	0	0	0	0	0	0.016129	0	0	0	0	0	0	0	0.016129	0.112903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016129	0	0	0	0	0	0	0	0	0	0.0322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016129	0	0	0.0322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016129	0	0	0	0	0	0	0	0.016129	0	0	0	0	0	0	0	0	0.016129	0	0	0	0	0	0	0	0.112903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0483871	0.209677	0	0	0	0	0	0	0	0	0	0	0	0	0.016129	0.129032	0	0	0	0	0	0	0	0	0	0	0
0	0.163265	0	0.214286	0	0.0306122	0.0408163	0	0.0306122	0	0	0.0102041	0	0	0	0	0	0	0	0	0.0408163	0	0.0510204	0	0	0	0	0	0	0.0102041	0	0	0	0.0204082	0	0	0	0.0102041	0	0	0	0	0	0	0.0102041	0	0	0	0.0102041	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0.0102041	0.0102041	0	0.0204082	0	0.0102041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0612245	0	0	0.0102041	0	0	0	0	0	0	0	0	0.0612245	0	0.0408163	0	0.0510204	0	0.0102041	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.125	0.0833333	0.0833333	0.0833333	0	0	0.0416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333	0	0.0416667	0	0	0	0	0	0	0	0	0	0	0	0.0416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416667	0	0	0	0	0	0	0.0416667	0	0	0	0	0	0	0	0	0.0416667	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416667	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
