0.0246533	0.0338983	0.126348	0.00616333	0.107858	0.505393	0.0893683	0.0292758	0	0.0708783	0.0046225	0.00154083
0.0178571	0	0.0267857	0.00892857	0.526786	0.142857	0	0.0714286	0	0.0982143	0.0892857	0.0178571
0.0555556	0	0.0555556	0	0.111111	0	0.166667	0.5	0	0.111111	0	0
0.0707965	0.0353982	0.0353982	0.0176991	0.039823	0.207965	0.0575221	0.336283	0	0.115044	0.0752212	0.00884956
0	0	0	0	0.0416667	0.0416667	0	0.208333	0.166667	0.375	0.0416667	0.125
0.0313901	0.00896861	0.192825	0	0.058296	0.0672646	0.0044843	0.251121	0.00896861	0.201794	0.116592	0.058296
0.253968	0	0.031746	0.0634921	0.031746	0.031746	0	0.142857	0	0.15873	0.285714	0
0.505376	0.258065	0.0430108	0	0.0645161	0	0	0.0322581	0.0107527	0.0215054	0.0107527	0.0537634
0.0588235	0	0.764706	0	0	0	0	0	0	0.0588235	0.0588235	0.0588235
0	0	0.818182	0.181818	0	0	0	0	0	0	0	0
0.44856	0.131687	0.115226	0.0987654	0.0452675	0.037037	0.0288066	0.0576132	0	0.0246914	0.00823045	0.00411523
0.0227273	0.0681818	0.511364	0.215909	0.0795455	0.0227273	0	0.0227273	0	0.0454545	0	0.0113636
0.0212766	0.0212766	0.0851064	0.0425532	0.319149	0.170213	0.12766	0.0425532	0.0212766	0.0425532	0	0.106383
0.0196078	0	0.0392157	0.254902	0.0196078	0.196078	0	0.352941	0	0	0.117647	0
0	0	0	0	0.25	0	0	0.5	0	0.25	0	0
0.0909091	0	0	0	0.0909091	0.636364	0	0.0909091	0	0.0909091	0	0
0	0	0.416667	0	0	0	0	0.166667	0	0.25	0.166667	0
0	0	0	0.5	0.25	0	0	0	0	0	0.25	0
0.333333	0.333333	0	0	0.333333	0	0	0	0	0	0	0
0.192308	0	0.230769	0.0192308	0.0576923	0.307692	0.0192308	0.0192308	0	0.0961538	0.0384615	0.0192308
0.0169492	0.118644	0.745763	0.0169492	0	0.0338983	0	0	0	0.0677966	0	0
0.228777	0.280576	0.11223	0.0158273	0.195683	0.0532374	0	0.0359712	0.00143885	0.0633094	0.0057554	0.00719424
0.0188679	0.0377358	0.377358	0.169811	0.339623	0	0.0188679	0.0188679	0	0.0188679	0	0
0.0482759	0.0931034	0.213793	0.0172414	0.237931	0.141379	0.0310345	0.0551724	0.00689655	0.137931	0.00689655	0.0103448
0.0284431	0.00449102	0.0943114	0.00449102	0.184132	0.242515	0.0224551	0.356287	0.00149701	0.0404192	0.0149701	0.00598802
0	0	0.0638298	0.0070922	0.035461	0	0.0425532	0.602837	0.170213	0.0638298	0.0070922	0.0070922
0.0352941	0.0352941	0.0235294	0	0.0117647	0.470588	0.2	0.2	0	0.0117647	0.0117647	0
0	0	0	0	0.1	0.2	0	0	0.2	0.4	0	0.1
0.0340426	0.0170213	0.165957	0.00851064	0.0723404	0.0382979	0.00851064	0.229787	0.0595745	0.242553	0.0340426	0.0893617
0	0	0	0	0.0769231	0	0.0769231	0	0	0.538462	0.307692	0
0.388889	0	0.111111	0.0555556	0.166667	0	0.0555556	0	0	0.111111	0	0.111111
0.2	0.127273	0.163636	0	0.0545455	0.127273	0	0.0363636	0	0.0363636	0.2	0.0545455
0	0.5	0.5	0	0	0	0	0	0	0	0	0
0.0242424	0.0727273	0.139394	0.0787879	0.357576	0.0121212	0	0.151515	0.00606061	0.10303	0.0363636	0.0181818
0	0	0.735043	0.0769231	0.0683761	0.0854701	0.00854701	0.017094	0	0.00854701	0	0
0.00829384	0.0035545	0.554502	0.035545	0.0675355	0.202607	0.0225118	0.0414692	0.0035545	0.056872	0.0035545	0
0.0119617	0	0.102871	0.0741627	0.318182	0.22488	0.00478469	0.179426	0.00478469	0.0382775	0.0311005	0.00956938
0	0	0	0	0.0434783	0	0.130435	0.826087	0	0	0	0
0.0272374	0.00972763	0.0175097	0.00194553	0.0622568	0.274319	0.0194553	0.105058	0.00389105	0.461089	0.0155642	0.00194553
0	0	0	0	0.142857	0	0	0.571429	0.142857	0	0	0.142857
0.0549451	0	0.142857	0	0.021978	0.021978	0.021978	0.340659	0.010989	0.10989	0.186813	0.0879121
0.0970874	0.00970874	0.0582524	0	0.0679612	0.0194175	0	0.0485437	0.00970874	0.398058	0.271845	0.0194175
0.115385	0.0769231	0.115385	0	0.230769	0	0	0	0	0	0.384615	0.0769231
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0.212121	0	0.212121	0	0	0.393939	0.0909091	0.0606061	0.030303	0
0	0	0.5	0	0	0	0	0	0	0	0	0.5
0	0	0.240741	0.0925926	0.0740741	0.037037	0.425926	0.037037	0.0185185	0.037037	0	0.037037
0	0	0.027027	0.027027	0.72973	0.162162	0	0	0	0.027027	0.027027	0
0	0	0.097561	0.0243902	0.0731707	0.0243902	0.195122	0.439024	0	0.146341	0	0
0.0170648	0.0136519	0.0819113	0.0170648	0.0409556	0.0682594	0.0853242	0.235495	0.0716724	0.320819	0.0409556	0.00682594
0	0	0	0	0.122449	0	0	0	0.0408163	0.734694	0	0.102041
0.0204082	0.0204082	0.285714	0	0.0408163	0	0.0204082	0.244898	0.0408163	0.285714	0.0204082	0.0204082
0	0	0	0	0	0	0	0.25	0	0.25	0.5	0
0	0.5	0	0	0	0	0	0	0	0	0	0.5
0.351852	0.0185185	0.101852	0.00925926	0.00925926	0.0925926	0.0740741	0.0277778	0	0.0555556	0.185185	0.0740741
0.129032	0.129032	0.548387	0	0.0645161	0.0645161	0	0	0	0.0322581	0.0322581	0
0.202532	0.0379747	0.278481	0.0379747	0.126582	0.0379747	0	0.177215	0	0.0632911	0.0379747	0
0.1875	0.125	0.1875	0.25	0	0.125	0.0625	0	0	0.0625	0	0
0.0337838	0.0135135	0.0405405	0	0.108108	0.560811	0.0810811	0.0472973	0	0.108108	0.00675676	0
0.0136646	0.00372671	0.0322981	0.0732919	0.557764	0.103106	0.00372671	0.140373	0.00496894	0.0285714	0.0385093	0
0.0041841	0	0.0585774	0	0.142259	0.108787	0.0585774	0.493724	0.0334728	0.0920502	0.0083682	0
0.0470852	0.00896861	0.0179372	0.0044843	0.143498	0.244395	0.107623	0.255605	0.0134529	0.103139	0.0515695	0.00224215
0	0	0	0	0	0.0263158	0.0263158	0.289474	0.236842	0.421053	0	0
0.0325077	0.00154799	0.0959752	0.00464396	0.0139319	0.0402477	0.00928793	0.195046	0.00464396	0.159443	0.390093	0.0526316
0.0510204	0.0204082	0.0612245	0.0204082	0.0510204	0.0102041	0	0.0102041	0.0102041	0.642857	0.122449	0
0.125	0.25	0.125	0	0	0	0	0	0	0.125	0	0.375
0	0	0	0	0	0	0.5	0	0	0	0	0.5
0	0	0	0	0	0	0	0	1	0	0	0
0.0588235	0	0.117647	0.0588235	0.235294	0.0588235	0.176471	0	0	0.294118	0	0
0	0	0	0	0.2	0	0	0.6	0	0.2	0	0
0	0	0	0	0.285714	0	0	0.0952381	0.52381	0.0952381	0	0
0.0222222	0.0222222	0	0	0.0222222	0.244444	0.333333	0.222222	0.0444444	0.0888889	0	0
0	0	0	0	0.0833333	0.0277778	0.0555556	0.0833333	0.166667	0.583333	0	0
0.0669643	0.00892857	0.0803571	0.00892857	0.129464	0.00446429	0.0178571	0.09375	0.0714286	0.263393	0.0267857	0.227679
0	0	0	0	0	0	0	0	0	0.5	0.5	0
0	0	0.047619	0	0.190476	0	0	0	0	0.333333	0	0.428571
0.152542	0	0.059322	0.00847458	0.059322	0.0932203	0.0423729	0.00847458	0	0.0423729	0.211864	0.322034
0	0.444444	0.333333	0	0.0555556	0	0	0	0	0.0555556	0.0555556	0.0555556
0.189112	0.0458453	0.283668	0.00859599	0.166189	0.0544413	0.017192	0.0945559	0.017192	0.0744986	0.0229226	0.025788
0	0	0.333333	0.555556	0.111111	0	0	0	0	0	0	0
0.0515464	0.0103093	0.195876	0.0103093	0.216495	0.175258	0.0103093	0	0	0.278351	0.0103093	0.0412371
0.0423729	0	0.186441	0	0.118644	0.118644	0	0.355932	0	0.0254237	0.135593	0.0169492
0	0.0222222	0.0666667	0	0.0222222	0	0.0444444	0.688889	0.111111	0.0444444	0	0
0.0263158	0.00343249	0.020595	0.00343249	0.0102975	0.485126	0.121281	0.0938215	0	0.194508	0.0389016	0.00228833
0.0114286	0	0.00571429	0	0.0228571	0	0.0971429	0.0971429	0.04	0.674286	0	0.0514286
0.0164534	0.00365631	0.113346	0.00182815	0.0146252	0.0676417	0.0457038	0.212066	0.0694698	0.259598	0.133455	0.0621572
0.261246	0.00692042	0.0449827	0.00346021	0.0155709	0.0346021	0.00346021	0.117647	0.00519031	0.299308	0.179931	0.0276817
0.446097	0.275093	0.0520446	0	0.0334572	0.00371747	0	0.0148699	0.0260223	0.0743494	0.0111524	0.063197
0.13879	0.0106762	0.341637	0.024911	0	0.0427046	0.0142349	0.0142349	0	0.0711744	0.33452	0.00711744
0	0	0.6	0	0	0	0.1	0.1	0	0.1	0.1	0
0.365079	0.0793651	0.0634921	0.15873	0.031746	0.047619	0	0.206349	0.047619	0	0	0
0.133333	0	0.466667	0.2	0	0	0	0.0666667	0	0.133333	0	0
0	0.0263158	0.105263	0.105263	0.157895	0.0789474	0.105263	0.0263158	0	0.368421	0.0263158	0
0.241379	0	0	0.172414	0.0344828	0.103448	0	0.103448	0	0.0344828	0.310345	0
0	0	0	0	0.125	0	0.375	0.25	0	0.125	0	0.125
0.107438	0.0165289	0.0578512	0.00826446	0.115702	0.0165289	0.0330579	0.123967	0.0413223	0.46281	0.0165289	0
0	0	0	0	0.0714286	0	0	0.285714	0.0714286	0.571429	0	0
0.0411985	0.0062422	0.0661673	0.00124844	0.00873908	0.019975	0.00124844	0.524345	0.0362047	0.0986267	0.178527	0.0174782
0.0964286	0.00714286	0.0214286	0.00714286	0.0428571	0	0.00714286	0.1	0.025	0.489286	0.192857	0.0107143
0.73913	0.130435	0.0434783	0	0	0	0	0	0	0.0434783	0	0.0434783
0.247458	0.0677966	0.281356	0	0.0508475	0.0271186	0.00338983	0.0169492	0.00677966	0.0949153	0.0440678	0.159322
0.00625	0.01875	0.85	0.01875	0.04375	0.00625	0	0	0	0.0375	0.00625	0.0125
0.436364	0.2	0.2	0.0363636	0	0	0	0.0545455	0.0545455	0	0	0.0181818
0.5	0	0	0	0.5	0	0	0	0	0	0	0
0.0208333	0.0208333	0.1875	0.0208333	0.229167	0.0833333	0.0833333	0	0.0416667	0.229167	0.0208333	0.0625
0	0	0	0	0.666667	0.333333	0	0	0	0	0	0
0	0	0	0	0	0	0	0.5	0	0.5	0	0
0.266667	0.0666667	0.0666667	0	0.2	0	0	0.133333	0	0.266667	0	0
0	0	0	0	0	0	0.0625	0	0.1875	0.625	0	0.125
0.0784314	0.00490196	0.0294118	0	0.0490196	0.00980392	0.00980392	0.137255	0.303922	0.0833333	0.0392157	0.254902
0	0.0227273	0.0227273	0	0	0	0.0227273	0.0227273	0	0.704545	0.204545	0
0.130435	0.0869565	0.0289855	0	0.0869565	0	0.0144928	0.0144928	0.101449	0.275362	0.0289855	0.231884
