0	1
0	2
0	3
0	4
0	5
0	6
0	8
0	9
0	12
0	13
0	14
0	16
0	18
0	22
0	28
0	30
0	32
1	1
1	2
1	3
1	4
1	6
1	8
1	10
1	12
1	16
2	1
2	2
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	12
2	13
2	14
2	16
2	18
2	24
2	28
2	30
2	32
3	1
3	2
3	3
3	4
3	6
3	8
3	11
3	12
3	16
4	1
4	1.33333
4	2
4	3
4	4
4	6
4	7
4	8
4	10
4	12
4	13
4	14
4	16
4	17
4	18
4	24
5	1
5	1.33333
5	2
5	3
5	4
5	6
5	7
5	8
5	9
5	12
5	14
5	16
5	24
5	32
6	1
6	2
6	3
6	4
6	6
6	8
6	12
6	16
7	1
7	1.33333
7	2
7	3
7	4
7	6
7	7
7	8
7	9
7	10
7	12
7	14
7	16
7	18
7	22
7	24
7	26
7	27
8	1
8	2
8	4
8	6
8	8
8	10
8	16
8	18
9	1
9	2
9	3
9	4
9	5
9	6
9	7
9	8
9	9
9	10
9	12
9	14
9	16
9	18
9	20
9	24
9	26
9	32
10	1
10	2
10	3
10	4
10	5
10	6
10	8
10	9
10	10
10	12
10	16
10	20
10	24
10	32
11	1
11	2
11	3
11	4
11	5
11	6
11	7
11	8
11	9
11	12
11	16
11	24
11	30
