0.175231	0.0231244	0.1963	0.0118191	0.0226105	0.0570401	0.012333	0.0143885	0.0020555	0.0626927	0.248715	0.17369
0.0467172	0.0934343	0.651515	0.00883838	0.0542929	0.0151515	0.00126263	0.00505051	0.00126263	0.0555556	0.0126263	0.0542929
0.199437	0.117849	0.192873	0.049703	0.202876	0.0350109	0.00562676	0.0706471	0.00750234	0.0697093	0.0196937	0.0290716
0.0346232	0.0224033	0.494908	0.179226	0.095723	0.10387	0.00814664	0.0224033	0	0.0244399	0.00814664	0.00610998
0.0224235	0.025442	0.299698	0.0228547	0.125054	0.288055	0.0608021	0.0366537	0.0043122	0.101337	0.00560586	0.00776197
0.0232165	0.00253271	0.0696496	0.0493879	0.356268	0.176446	0.00970874	0.216969	0.00295483	0.0384128	0.0434783	0.0109751
0.00352734	0.00176367	0.0582011	0.00352734	0.0952381	0.0652557	0.0723104	0.516755	0.0864198	0.0864198	0.00705467	0.00352734
0.040571	0.0116454	0.0296769	0.00601052	0.0555973	0.302404	0.0897821	0.167543	0.014275	0.242675	0.0368144	0.00300526
0.00534759	0	0.0026738	0	0.0454545	0.013369	0.0561497	0.120321	0.0962567	0.59893	0.00534759	0.0561497
0.0368981	0.00562852	0.109443	0.00281426	0.0303315	0.0368981	0.0140713	0.273296	0.0547217	0.171044	0.180738	0.0841151
0.166964	0.00594177	0.0374332	0.00891266	0.0225787	0.0172311	0.00475342	0.0718954	0.00831848	0.475936	0.16637	0.0136661
0.323111	0.175246	0.060241	0.00219058	0.0525739	0.00328587	0.00219058	0.0164294	0.0175246	0.223439	0.0481928	0.075575
