10	10
10	34
10	39
10	46
10	48
10	49
10	51
10	57
10	65
10	67
10	68
10	69
10	70
10	71
10	75
10	78
10	88
27	64
28	40
29	32
32	58
34	10
34	36
34	46
34	59
36	48
38	43
39	10
39	27
39	41
39	47
39	51
40	36
40	74
41	53
42	51
43	48
43	52
44	63
44	65
45	54
46	34
46	50
46	55
46	62
47	61
47	63
47	65
48	10
48	34
48	51
48	56
48	62
48	65
48	71
49	54
49	67
49	72
50	47
50	57
50	58
50	59
50	81
51	10
51	39
51	57
51	62
51	71
52	10
52	48
53	34
53	64
53	69
54	10
54	34
54	43
54	50
54	51
54	67
54	71
54	79
55	39
55	44
55	60
55	63
55	66
55	67
55	71
56	39
56	49
56	59
56	61
56	65
56	67
56	75
57	28
57	46
57	59
57	60
57	62
57	65
57	67
57	73
58	44
58	53
58	54
58	55
58	61
58	62
58	66
58	67
59	10
59	42
59	44
59	51
59	52
59	55
59	56
59	58
59	60
59	65
60	50
60	56
60	57
60	62
60	63
60	67
60	83
61	56
61	57
61	58
61	59
61	66
61	76
62	54
62	56
62	59
62	60
62	61
62	62
62	63
62	64
62	67
62	69
62	70
62	71
62	75
62	78
63	10
63	46
63	48
63	59
63	60
63	62
63	63
63	64
63	67
63	71
63	72
63	81
63	89
64	29
64	56
64	61
64	63
64	64
64	74
65	47
65	55
65	58
65	60
65	61
65	64
65	66
65	69
65	73
65	86
66	10
66	55
66	56
66	58
66	63
66	67
66	68
66	69
66	71
66	74
67	10
67	45
67	50
67	58
67	62
67	63
67	66
67	67
67	68
67	70
67	71
68	10
68	57
68	62
68	65
68	68
68	70
68	71
69	40
69	48
69	49
69	57
69	61
69	63
69	65
69	66
69	68
69	73
69	75
69	86
69	90
70	10
70	38
70	60
70	63
70	65
70	69
70	73
70	74
70	80
71	10
71	55
71	56
71	57
71	58
71	60
71	62
71	63
71	67
71	74
71	75
71	77
71	80
71	85
71	86
72	54
72	66
72	67
72	77
73	10
73	63
73	67
73	69
73	72
73	76
74	49
74	67
74	69
74	72
74	76
74	81
75	50
75	53
75	66
75	69
75	72
75	73
75	86
76	10
76	75
76	77
76	81
77	49
77	70
77	78
77	81
77	83
78	72
78	73
78	75
78	76
78	82
79	80
79	83
80	67
80	69
80	71
81	71
81	74
81	77
81	79
81	89
82	88
83	68
83	69
83	76
83	78
85	62
85	77
86	54
86	66
86	68
86	69
88	67
88	71
89	70
89	83
90	73
