10	10
27	1
28	4
29	1
32	4
34	1
34	2
34	10
36	5
36	7
38	1
39	1
39	7
40	1
41	4
42	1
43	1
44	1
44	9
45	1
46	1
46	3
47	1
47	10
48	1
48	2
48	3
49	1
49	10
50	1
50	5
51	1
51	3
51	6
52	1
52	10
53	1
54	1
54	4
54	6
55	1
55	2
55	3
55	4
55	6
55	7
56	1
56	7
56	10
57	1
57	2
58	1
58	2
58	4
58	5
58	7
59	1
59	4
60	1
60	2
60	5
60	7
60	8
60	10
61	1
61	6
61	9
62	1
62	2
62	3
62	5
62	6
62	8
62	10
63	1
63	2
63	3
63	4
63	6
63	7
63	8
64	1
64	2
64	5
64	6
64	7
65	1
65	2
65	3
65	4
65	5
66	1
66	2
66	3
66	4
66	5
66	6
67	1
67	2
67	3
67	4
67	5
67	6
67	7
67	8
67	10
68	1
68	2
68	4
69	1
69	3
69	5
69	10
70	1
70	2
70	4
70	7
71	1
71	2
71	3
71	5
71	10
72	1
72	2
73	1
73	2
73	4
73	5
73	6
74	1
74	2
74	3
74	6
75	1
75	2
75	3
75	5
75	7
75	9
76	1
76	2
76	3
76	9
77	1
77	4
77	5
78	1
78	2
78	3
78	4
79	1
79	3
80	1
80	3
81	1
81	4
81	6
82	1
83	1
83	3
83	4
85	1
85	4
86	1
86	4
86	10
88	1
89	1
89	3
90	5
